,affiliationid,country
13695,1294977145,IND
13696,1310183320,USA
13697,1312832084,GBR
13698,1315725831,USA
13699,1334227453,BRA
13700,2799350025,GBR
13701,2799367785,GBR
13702,2799374411,USA
13703,2799412133,IRL
13704,2799413724,SGP
13705,2799440964,USA
13706,2799991719,USA
13707,2800016483,GBR
13708,2800729945,USA
13709,2800789301,AUS
13710,2800868911,NZL
13711,2800943276,USA
13712,2801044184,GBR
13713,2801053397,DEU
13714,2801150652,DNK
13715,2801459352,USA
13716,2801518522,USA
13717,2801522702,USA
13718,2802001206,IND
13719,2802104953,USA
13720,2802212502,ESP
13721,2802328216,AUT
13722,2802446248,USA
13723,2802547342,AUS
13724,2802618504,BRA
13725,2802694459,ZAF
13726,5237613,DEU
13727,10703595,IND
13728,12283580,GBR
13729,12504272,IND
13730,18063868,RUS
13731,18692668,IND
13732,20529979,JPN
13733,26424134,JPN
13734,27238560,RUS
13735,28252208,USA
13736,31882830,HUN
13737,34077901,JPN
13738,34828755,AUS
13739,43145586,GBR
13740,46305939,POL
13741,46975222,CHN
13742,48530168,USA
13743,50930421,IND
13744,51226738,KOR
13745,56139608,PHL
13746,57570584,RUS
13747,63098007,GBR
13748,63596082,TUN
13749,70055295,LVA
13750,73006496,BIH
13751,74894318,JPN
13752,79839527,
13753,88187127,IND
13754,89252543,USA
13755,90016038,USA
13756,90767664,IRN
13757,91781278,USA
13758,92314529,USA
13759,96211989,IND
13760,103922791,USA
13761,106296451,ITA
13762,108688024,CHN
13763,110195332,BEL
13764,114751005,FIN
13765,122213206,GBR
13766,122345529,USA
13767,123758333,TUR
13768,125443794,CZE
13769,129628643,BFA
13770,136804859,ZAF
13771,137230718,DEU
13772,156802259,
13773,160993911,AUS
13774,172446870,ITA
13775,175669267,USA
13776,186087557,FRA
13777,192805215,IRN
13778,194163208,USA
13779,194223965,IND
13780,197166671,USA
13781,198014706,CAN
13782,199643404,USA
13783,207754163,AUS
13784,209809654,DEU
13785,282179226,
13786,293574409,IND
13787,314034399,
13788,346045017,GBR
13789,350691383,JPN
13790,547714025,RUS
13791,876588507,CAN
13792,908752181,USA
13793,1281415640,IND
13794,1288237921,AUS
13795,1289490764,USA
13796,1313980527,DEU
13797,1317776637,BRA
13798,1319127017,USA
13799,1324316438,USA
13800,1330136163,USA
13801,1333622710,
13802,2799309473,PAK
13803,2799487757,USA
13804,2799497666,GBR
13805,2799737134,GBR
13806,2799749373,DEU
13807,2799768364,USA
13808,2799941903,CAN
13809,2799943988,CUB
13810,2800157045,IND
13811,2800193496,FRA
13812,2800407159,USA
13813,2800418531,USA
13814,2800571645,USA
13815,2800620092,IND
13816,2800648773,GBR
13817,2801154069,USA
13818,2801198744,CHN
13819,2801511303,AUS
13820,2801598980,USA
13821,2801848881,USA
13822,2801909701,USA
13823,2802036565,USA
13824,2802416897,USA
13825,2802557736,USA
13826,2802613606,GBR
13827,2802797706,IND
13828,2802852925,AUS
13829,2802862227,BEL
13830,2803037235,GBR
13831,2804989476,USA
13832,2830045,IND
13833,5979889,USA
13834,9057330,USA
13835,10245363,THA
13836,12337491,NOR
13837,13115107,USA
13838,14148387,USA
13839,20132289,USA
13840,27570832,JOR
13841,27589593,PAK
13842,29698356,PAK
13843,31241351,JPN
13844,36373038,USA
13845,42405503,JPN
13846,46176106,ESP
13847,47652812,USA
13848,49068896,IND
13849,51304674,THA
13850,54785958,IND
13851,55060895,GBR
13852,58200834,CHN
13853,63723201,CAN
13854,67572706,NLD
13855,69716792,PAK
13856,70393382,USA
13857,72446674,
13858,74613187,IND
13859,78947320,DEU
13860,84339108,MYS
13861,89207983,UKR
13862,91633459,JOR
13863,99908691,TWN
13864,102059741,USA
13865,106398593,USA
13866,109072018,USA
13867,109493002,IND
13868,112048516,GBR
13869,112623097,ISR
13870,120908166,USA
13871,123443094,BRA
13872,124737498,IND
13873,128993996,GBR
13874,130847708,PNG
13875,133845707,DEU
13876,134284606,GBR
13877,138617543,BGD
13878,143662934,CAN
13879,145205905,GBR
13880,145286018,IND
13881,148632828,GBR
13882,158949172,MYS
13883,165488957,HKG
13884,166928557,TUN
13885,167277809,DEU
13886,168537998,USA
13887,173683023,USA
13888,177214220,USA
13889,197758097,USA
13890,199752191,USA
13891,203303854,VEN
13892,204954614,KOR
13893,205887594,
13894,206127235,GRC
13895,207789805,PAK
13896,221587171,JPN
13897,226757228,USA
13898,246405227,NLD
13899,263512288,PER
13900,269735430,THA
13901,616682312,AUS
13902,847008826,USA
13903,863497284,BRA
13904,865419266,BEL
13905,866804994,ZAF
13906,902626582,FRA
13907,909577823,USA
13908,921022013,USA
13909,921835857,GBR
13910,1279617467,NOR
13911,1282579122,IND
13912,1288198617,USA
13913,1305545053,NOR
13914,1313323035,RUS
13915,1314311274,USA
13916,1320355602,DNK
13917,1322731696,NLD
13918,1326872476,USA
13919,1327069482,USA
13920,1329807341,BRA
13921,1339394900,COL
13922,1339929178,IRL
13923,1343329050,USA
13924,1343971980,USA
13925,1344073410,USA
13926,2799271304,SWE
13927,2799272705,GBR
13928,2799418413,BGD
13929,2799443294,USA
13930,2799452161,CAN
13931,2800127779,USA
13932,2800157170,GBR
13933,2800304270,CZE
13934,2800412648,GBR
13935,2800447701,USA
13936,2800494793,KOR
13937,2800695023,GBR
13938,2800804617,ISR
13939,2800909408,USA
13940,2801065305,GBR
13941,2801726870,IND
13942,2801856725,USA
13943,2802154762,-99
13944,2802203029,USA
13945,2802351097,AUS
13946,2802394909,AUS
13947,2802401747,GBR
13948,2802465448,IRN
13949,2802567672,AUS
13950,2802583302,USA
13951,2802889516,USA
13952,2803003174,DEU
13953,2803094215,USA
13954,389346,PHL
13955,5085271,FIN
13956,7446070,KOR
13957,19231517,AFG
13958,21449261,CZE
13959,26080491,CHN
13960,26757994,GBR
13961,27639287,USA
13962,32046576,GTM
13963,32619867,EGY
13964,32943570,
13965,33217400,CAN
13966,36314861,LBN
13967,38170700,FRA
13968,39811598,GBR
13969,43663321,IND
13970,45204951,ITA
13971,47410878,RUS
13972,48431682,USA
13973,51296549,IND
13974,51441396,DEU
13975,58082831,KOR
13976,59493104,ESP
13977,65446980,TWN
13978,68384125,USA
13979,80046288,USA
13980,83291730,GHA
13981,84222299,USA
13982,86823847,GBR
13983,87477611,NGA
13984,90610280,CHN
13985,95179123,USA
13986,95761298,CAN
13987,101764726,GBR
13988,108108428,THA
13989,108652713,USA
13990,110262843,CHN
13991,111245572,IND
13992,111375675,USA
13993,112090838,MDA
13994,116953780,CHN
13995,124938932,BGR
13996,127073530,USA
13997,127591826,USA
13998,137211346,RUS
13999,140786321,CHN
14000,141481638,USA
14001,143128562,JPN
14002,146183641,USA
14003,146429904,KOR
14004,149700789,USA
14005,152429107,IND
14006,162254961,LSO
14007,163600702,RUS
14008,163613716,CHE
14009,177446003,IND
14010,177639307,
14011,198265615,TUR
14012,198735067,USA
14013,202539009,VNM
14014,204881574,SVK
14015,206294804,USA
14016,210043505,RUS
14017,251171931,DEU
14018,251397004,IND
14019,272507994,JPN
14020,863848271,USA
14021,886237282,USA
14022,891589998,USA
14023,1293448361,FRA
14024,1312504184,DEU
14025,1317593966,PHL
14026,1319399744,NCL
14027,1320562325,USA
14028,1320701149,USA
14029,1321434546,DEU
14030,1329086014,USA
14031,1335914248,USA
14032,1339509835,USA
14033,1339531966,USA
14034,1341786212,IND
14035,2799303376,GBR
14036,2799496958,GBR
14037,2799600842,USA
14038,2799711933,USA
14039,2799798094,USA
14040,2799844796,USA
14041,2799884508,CHE
14042,2799976611,CAN
14043,2800007677,USA
14044,2800387288,BEL
14045,2800468723,GBR
14046,2800521754,GBR
14047,2800545365,IRL
14048,2800808646,ZAF
14049,2801047287,IND
14050,2801055904,CAN
14051,2801103358,GBR
14052,2801227569,BEL
14053,2801280657,CAN
14054,2801318138,TWN
14055,2801443931,USA
14056,2801642670,GRC
14057,2801674322,GBR
14058,2801680271,RUS
14059,2801692022,LUX
14060,2801793805,GBR
14061,2801907474,PRI
14062,2802195471,GBR
14063,2802326217,ZAF
14064,2802410291,USA
14065,2802508206,USA
14066,2802599571,IND
14067,2802982270,USA
14068,2803097592,
14069,19722,PHL
14070,1925986,USA
14071,2613432,USA
14072,4780363,USA
14073,12003341,RUS
14074,12162268,USA
14075,13072592,USA
14076,14316845,THA
14077,21165324,USA
14078,30867006,DNK
14079,31698873,USA
14080,31784960,JPN
14081,32551121,CAN
14082,34155123,CHN
14083,37017986,USA
14084,39785536,USA
14085,41545563,GHA
14086,43522216,USA
14087,43814544,IND
14088,45282084,USA
14089,48825208,FRA
14090,50112456,USA
14091,66238984,BRA
14092,68812265,USA
14093,69050122,-99
14094,70522481,TWN
14095,75220365,KOR
14096,76514561,USA
14097,81020251,IND
14098,84890166,AUS
14099,85744235,PRT
14100,86659429,USA
14101,90960554,JPN
14102,96502947,USA
14103,98259816,GBR
14104,105604004,USA
14105,108109523,USA
14106,109689652,VNM
14107,110440473,CHN
14108,112181202,DEU
14109,116660002,ISR
14110,120238654,SAU
14111,120726123,USA
14112,122380217,GRC
14113,123946342,USA
14114,127545255,USA
14115,128563418,PAK
14116,133533813,KOR
14117,135863177,USA
14118,139398662,USA
14119,143104139,USA
14120,143386109,USA
14121,145935303,TWN
14122,146056546,CAN
14123,152988861,USA
14124,153327471,JPN
14125,153855432,BLR
14126,154490720,FRA
14127,157146768,AUS
14128,157264075,KOR
14129,157358134,VNM
14130,165690674,USA
14131,170203145,GBR
14132,170230351,IRL
14133,173304897,ESP
14134,173921988,CAN
14135,180941496,JPN
14136,181066505,POL
14137,181943103,FIN
14138,184746854,NZL
14139,185443292,USA
14140,188674872,USA
14141,191297138,NOR
14142,192427354,JPN
14143,193397943,NLD
14144,204824540,AUS
14145,205069447,JPN
14146,246010334,ITA
14147,247375439,IND
14148,277624334,KOR
14149,878356303,USA
14150,889461585,USA
14151,932706081,IND
14152,1299218025,USA
14153,1306339040,SWE
14154,1308686765,USA
14155,1318344844,DEU
14156,1331816111,AUS
14157,1340111290,USA
14158,2799360972,TUR
14159,2799366193,USA
14160,2799621785,USA
14161,2799696380,JPN
14162,2799793717,USA
14163,2799946484,GBR
14164,2800018999,CZE
14165,2800139740,THA
14166,2800247874,RUS
14167,2800389101,DEU
14168,2800463856,USA
14169,2800476137,GBR
14170,2800491743,IRL
14171,2800519576,KWT
14172,2800525694,USA
14173,2800536013,DEU
14174,2800668438,USA
14175,2800746572,EGY
14176,2801185773,AUS
14177,2801212890,GBR
14178,2801272733,GHA
14179,2801290373,USA
14180,2801450321,USA
14181,2801481098,USA
14182,2801803737,BWA
14183,2801978097,USA
14184,2802232195,USA
14185,2802640739,GBR
14186,2802644128,USA
14187,2802693690,IRL
14188,2802831152,DNK
14189,2802901496,GBR
14190,2802936041,CAN
14191,2803082826,USA
14192,2803095145,USA
14193,3923682,CHN
14194,8977528,IND
14195,9736820,CAN
14196,17269254,SWE
14197,21370196,GRC
14198,21602254,USA
14199,25822123,UKR
14200,28615091,KOR
14201,29957033,USA
14202,31712429,USA
14203,33096239,TWN
14204,39643545,JPN
14205,44109979,USA
14206,45294948,IND
14207,46659486,IND
14208,55215948,IND
14209,70864738,DEU
14210,72961355,BRA
14211,75357094,TWN
14212,75374453,IND
14213,80001891,LUX
14214,80143920,CHN
14215,87710204,CHN
14216,91951123,TWN
14217,96690311,USA
14218,98910050,FRA
14219,104628220,AUS
14220,112524849,JPN
14221,118746106,USA
14222,122139255,USA
14223,122741444,USA
14224,125160219,ITA
14225,126954138,THA
14226,128545383,USA
14227,134892692,IND
14228,135656961,IND
14229,137428128,USA
14230,142204992,PAK
14231,144563777,USA
14232,145689991,BRA
14233,147164307,NLD
14234,150117356,USA
14235,153806059,CHN
14236,154357492,CAN
14237,154695773,USA
14238,156144747,CHN
14239,158708052,THA
14240,158818660,PRI
14241,159339016,IND
14242,164421362,DEU
14243,168960016,DNK
14244,169285535,USA
14245,172574986,LTU
14246,174258765,JPN
14247,178331978,CMR
14248,181418319,FRA
14249,184679254,LBN
14250,186547695,UGA
14251,186771145,NGA
14252,198945027,HUN
14253,199068372,JPN
14254,206895457,DEU
14255,207547235,EGY
14256,230073098,DEU
14257,242631042,BEL
14258,249150045,DEU
14259,262162183,USA
14260,276949458,AUT
14261,345970034,MEX
14262,870545813,USA
14263,897884940,USA
14264,912926036,USA
14265,921334932,CAN
14266,925087292,CAN
14267,925613009,USA
14268,929151829,GBR
14269,1281256770,TUR
14270,1286341389,CHN
14271,1286361989,USA
14272,1294671590,FRA
14273,1309818493,USA
14274,1312056141,USA
14275,1314505883,USA
14276,1314576485,LBN
14277,1317774081,AUT
14278,1319940328,CRI
14279,1325577482,CHN
14280,1330663596,USA
14281,1334884943,CHN
14282,1342782366,AUS
14283,2799437725,CAN
14284,2799504096,USA
14285,2799530342,USA
14286,2799586765,IRN
14287,2799622659,DEU
14288,2799735778,GBR
14289,2799905417,USA
14290,2800060998,PAK
14291,2800199052,USA
14292,2800463083,CAN
14293,2800480884,USA
14294,2800556163,USA
14295,2801039139,USA
14296,2801071008,HKG
14297,2801097735,DEU
14298,2801165522,HUN
14299,2801299839,USA
14300,2801388914,GBR
14301,2801868026,GBR
14302,2801874064,USA
14303,2801944697,BEL
14304,2802250162,SGP
14305,2802296436,EST
14306,2802313673,USA
14307,2802548138,MUS
14308,2802578854,LBN
14309,2802831331,GBR
14310,2802841028,EST
14311,2802876690,IND
14312,2802916773,
14313,164828,USA
14314,6240851,ARM
14315,9400273,USA
14316,12141333,USA
14317,12834331,USA
14318,15922215,JPN
14319,20230540,HUN
14320,31586040,USA
14321,32131647,RUS
14322,41721100,CHN
14323,48209347,USA
14324,51281103,IND
14325,59272784,EGY
14326,63970466,IRN
14327,67751107,USA
14328,68976167,NLD
14329,72816309,USA
14330,75511499,SWE
14331,75535952,KWT
14332,79223203,CHN
14333,80687555,ISR
14334,86710422,JPN
14335,86902692,JPN
14336,88847032,MYS
14337,92039331,EGY
14338,103213266,GBR
14339,103365165,AUT
14340,107558787,KOR
14341,107640659,RUS
14342,108377105,TWN
14343,113482612,JPN
14344,117088482,IND
14345,118019719,CHE
14346,118501908,RUS
14347,120250893,
14348,120561391,AUS
14349,125532205,USA
14350,127398185,CAN
14351,130442723,BRA
14352,136268261,RUS
14353,136761661,KOR
14354,138126365,USA
14355,138826464,KOR
14356,138898306,ISR
14357,139347817,USA
14358,140552582,ESP
14359,155419210,IRN
14360,157696592,MYS
14361,159061593,USA
14362,161460629,BRA
14363,162128347,IND
14364,163793244,IND
14365,168959743,COL
14366,180895376,USA
14367,185492890,NZL
14368,187476118,USA
14369,187654780,ITA
14370,188611003,USA
14371,189109744,IND
14372,196897362,GBR
14373,211433327,CHN
14374,246191560,IRL
14375,280214520,DEU
14376,286217652,COL
14377,298985656,UKR
14378,306773542,DEU
14379,307255591,IND
14380,336847307,IND
14381,338154190,PRY
14382,860889466,CHE
14383,865421288,USA
14384,878454856,BEL
14385,885954580,USA
14386,887250196,GBR
14387,899897642,IND
14388,912133006,USA
14389,921661649,USA
14390,930655367,USA
14391,932030766,USA
14392,1281592970,AUS
14393,1283078447,NOR
14394,1295868456,RUS
14395,1297058315,USA
14396,1297457811,IND
14397,1299343005,IND
14398,1302207122,AUS
14399,1309400984,USA
14400,1317197149,USA
14401,1317906550,JPN
14402,1336114048,USA
14403,1336391540,USA
14404,2799293361,CHN
14405,2799411422,USA
14406,2799429764,LAO
14407,2799538428,PAK
14408,2799662587,FRA
14409,2799679621,UGA
14410,2799909505,USA
14411,2800044222,SWE
14412,2800385965,JPN
14413,2800481633,NOR
14414,2800490233,GBR
14415,2800493929,GBR
14416,2800956529,PAK
14417,2801475563,USA
14418,2801487198,USA
14419,2802019066,NGA
14420,2802032709,USA
14421,2802138354,USA
14422,2802166871,CHL
14423,2802207099,NOR
14424,2802586238,PHL
14425,2802600346,AUS
14426,2802612298,USA
14427,2803092587,USA
14428,3798612,KOR
14429,7888777,RUS
14430,8031829,USA
14431,20648287,GRC
14432,27737485,CAN
14433,29556775,GBR
14434,31466659,MEX
14435,31618427,JPN
14436,31761138,NLD
14437,41343362,MLI
14438,41455075,BRA
14439,45372603,IND
14440,50852686,AUS
14441,57825437,CHE
14442,60002142,MEX
14443,63371133,CHN
14444,71281399,USA
14445,79767729,BRA
14446,88213707,IND
14447,89470330,USA
14448,90735388,
14449,94274782,IND
14450,98555331,USA
14451,99296679,LBY
14452,105726837,BIH
14453,107371206,BRA
14454,118367884,IND
14455,122558511,BRA
14456,124357947,GBR
14457,125861091,MYS
14458,131098749,KOR
14459,133759619,ISR
14460,136698672,GBR
14461,145487455,EGY
14462,152144257,GBR
14463,153719845,DNK
14464,156220630,USA
14465,162144787,FRA
14466,162225054,IND
14467,165524941,GBR
14468,169199633,GBR
14469,176790666,JPN
14470,176932413,IND
14471,178605575,USA
14472,180140025,USA
14473,181297249,USA
14474,181679659,CHN
14475,182441304,USA
14476,189238007,UKR
14477,192513696,PER
14478,197072244,USA
14479,197438607,ISR
14480,197760393,USA
14481,201393461,USA
14482,205322296,CHL
14483,205783295,USA
14484,222950476,FRA
14485,261522943,CAN
14486,277679942,USA
14487,286970279,GBR
14488,300940544,BHR
14489,329277991,BRA
14490,872398443,TWN
14491,879734704,USA
14492,885169238,USA
14493,901403493,USA
14494,913630986,VNM
14495,916541031,MEX
14496,921685582,PRT
14497,924649340,USA
14498,926076166,USA
14499,927345464,USA
14500,933552000,THA
14501,1282532422,USA
14502,1284584826,USA
14503,1286604053,USA
14504,1287402277,USA
14505,1293812685,USA
14506,1295929820,JPN
14507,1301991143,USA
14508,1302594227,USA
14509,1303042128,USA
14510,1305893487,IND
14511,1306932309,AUS
14512,1308705023,USA
14513,1314042554,NOR
14514,1318356501,USA
14515,1339091601,USA
14516,2607685603,DEU
14517,2799280164,USA
14518,2799356161,USA
14519,2799374844,FRA
14520,2799502223,GBR
14521,2799982120,USA
14522,2800157763,USA
14523,2800191209,USA
14524,2800214375,SGP
14525,2800222621,USA
14526,2800290161,CAN
14527,2800350233,SWE
14528,2800354947,AUS
14529,2800475679,HKG
14530,2800576012,USA
14531,2800642091,CAN
14532,2800824516,SGP
14533,2800857289,USA
14534,2800943791,ZAF
14535,2800981379,USA
14536,2800982586,USA
14537,2801134750,
14538,2801347850,IND
14539,2801380234,NOR
14540,2801436432,USA
14541,2801556392,GBR
14542,2801594483,USA
14543,2801613365,USA
14544,2801798759,USA
14545,2802488035,BEL
14546,2802518646,JPN
14547,2802890147,USA
14548,2828035507,AUS
14549,6332465,USA
14550,11957088,USA
14551,12057038,USA
14552,12469534,PAK
14553,16820183,USA
14554,23472080,USA
14555,26538001,USA
14556,27878738,IND
14557,28653996,NGA
14558,29867402,USA
14559,30783399,USA
14560,32366509,CZE
14561,37797678,NGA
14562,39268498,IRN
14563,43439940,GBR
14564,44119531,SGP
14565,46679452,USA
14566,47951555,JPN
14567,59807684,GEO
14568,65292948,LVA
14569,69818278,GBR
14570,70745867,USA
14571,71046468,CAN
14572,71578895,USA
14573,72341686,ZWE
14574,72352591,CAN
14575,74686842,FRA
14576,75896495,IND
14577,77191752,IRL
14578,77793887,USA
14579,79731167,CHN
14580,82880672,CHN
14581,88973175,
14582,91972364,NGA
14583,94349332,IND
14584,96136605,
14585,97018004,USA
14586,97259605,USA
14587,101942270,ISR
14588,106969075,USA
14589,110291444,USA
14590,112281704,FIN
14591,114670220,IND
14592,114794399,EGY
14593,119444248,UGA
14594,120211734,TWN
14595,120217413,TUR
14596,123315585,JPN
14597,124125349,KOR
14598,124727415,USA
14599,124906736,GBR
14600,125225536,USA
14601,125687163,USA
14602,127586355,CAN
14603,138193747,GBR
14604,140789067,GBR
14605,141953991,IND
14606,146563203,CHN
14607,155781252,USA
14608,157294399,RUS
14609,162787360,CAN
14610,162884033,USA
14611,177144353,GRC
14612,184937672,JPN
14613,188524465,MYS
14614,188771183,PAK
14615,196622127,IND
14616,201799495,TUR
14617,204512498,
14618,205746353,BGD
14619,224714102,USA
14620,225661044,GBR
14621,233791734,BRA
14622,240992025,USA
14623,262131912,ITA
14624,273469751,BRA
14625,296476524,AUS
14626,323187542,USA
14627,336795079,IRL
14628,872614749,NZL
14629,876098953,IND
14630,877176835,IRN
14631,885235937,USA
14632,899859998,CHN
14633,920743555,USA
14634,931293589,USA
14635,1280882487,USA
14636,1281635806,CAN
14637,1283990227,CAN
14638,1285340605,IND
14639,1291253399,USA
14640,1298358339,RUS
14641,1299406639,USA
14642,1300995848,USA
14643,1307628816,USA
14644,1314730391,USA
14645,1315905442,USA
14646,1328242539,CAN
14647,1328473877,GBR
14648,1334095494,USA
14649,1341418182,USA
14650,2799382671,USA
14651,2799501412,USA
14652,2799640484,USA
14653,2799698112,
14654,2799698780,AUS
14655,2799823220,USA
14656,2799869615,BEL
14657,2799966864,BEL
14658,2800101932,GBR
14659,2800349819,GBR
14660,2800543623,MYS
14661,2800555055,FRA
14662,2800570640,USA
14663,2800635117,USA
14664,2800653382,USA
14665,2800814390,SGP
14666,2800828721,AUS
14667,2800940302,GRC
14668,2801035721,USA
14669,2801241159,AUS
14670,2801420484,USA
14671,2801438964,GBR
14672,2801716253,SWE
14673,2801771530,GBR
14674,2801828391,USA
14675,2802300007,USA
14676,2802317129,BGD
14677,2802446264,USA
14678,2802513351,USA
14679,2802694066,USA
14680,2802822481,USA
14681,2802895840,USA
14682,2802969198,USA
14683,2802992374,
14684,2474785,CAN
14685,3516337,PHL
14686,5967587,USA
14687,7435137,COG
14688,8541234,BHR
14689,8551375,DEU
14690,8775707,VNM
14691,12150220,IRQ
14692,14197495,DEU
14693,17470794,GBR
14694,21431960,GRC
14695,21669347,USA
14696,21721194,GBR
14697,21916871,IND
14698,29816883,CAN
14699,36245702,GBR
14700,46982691,USA
14701,50721301,CAN
14702,62912653,NZL
14703,63640472,BRA
14704,64053506,USA
14705,64449678,CHN
14706,73737517,PRT
14707,77250616,USA
14708,85094457,COL
14709,85156444,THA
14710,90923520,MMR
14711,91071751,VEN
14712,95541853,TZA
14713,96289407,USA
14714,99861883,IRN
14715,103531236,USA
14716,104941359,JOR
14717,115304662,ESP
14718,116465919,JPN
14719,119635470,ESP
14720,120533834,DNK
14721,121847817,USA
14722,123387679,SWE
14723,124519637,USA
14724,131860188,USA
14725,134504816,USA
14726,139100880,USA
14727,140809295,USA
14728,140818973,KOR
14729,143379178,DEU
14730,147342361,GBR
14731,157674215,IND
14732,160977438,UKR
14733,161593684,SWE
14734,165339363,ESP
14735,165384544,GBR
14736,169366031,USA
14737,172927264,USA
14738,173915773,JPN
14739,177918364,TWN
14740,183941352,NLD
14741,190032430,BGR
14742,206040828,IND
14743,240236569,IND
14744,260530381,BEL
14745,271457894,PER
14746,885392262,IND
14747,892812274,IND
14748,918117870,FRA
14749,1281718525,USA
14750,1298207432,GBR
14751,1301076528,USA
14752,1303043848,USA
14753,1308683654,USA
14754,1313387165,USA
14755,1315821353,DEU
14756,1319165626,USA
14757,1324989862,CHE
14758,1327551190,USA
14759,1329087975,USA
14760,2799306628,GBR
14761,2799430644,ISR
14762,2799609188,PSE
14763,2799812280,USA
14764,2799829267,
14765,2799984018,USA
14766,2800089517,IND
14767,2800464760,GBR
14768,2800566912,GBR
14769,2800727684,USA
14770,2800759097,USA
14771,2800884604,USA
14772,2800927422,USA
14773,2801862688,AUS
14774,2801972722,KEN
14775,2802407485,CUB
14776,2802549531,DEU
14777,2802565870,DEU
14778,2844755612,AUS
14779,2912593390,USA
14780,280994,IND
14781,6111482,CHE
14782,11849452,CHN
14783,12387023,TUR
14784,13779751,UKR
14785,15881080,ARG
14786,16748637,TUR
14787,19370010,FRA
14788,20831749,JPN
14789,23874457,USA
14790,24879904,USA
14791,28513355,SAU
14792,51101395,FRA
14793,51121346,GBR
14794,51783024,DEU
14795,52453817,USA
14796,52527943,IND
14797,60668342,DEU
14798,63770983,CHN
14799,72769676,IND
14800,73305655,NLD
14801,75027704,USA
14802,78076832,JPN
14803,79765343,FIN
14804,83791580,CHN
14805,83978394,USA
14806,86083707,IND
14807,90803817,COL
14808,91894341,IND
14809,108294501,IND
14810,116115565,USA
14811,116130893,IND
14812,118024222,GBR
14813,118373667,KOR
14814,120089902,VNM
14815,120713736,NOR
14816,124644866,CHN
14817,129739261,CHL
14818,129990475,USA
14819,131863948,JPN
14820,132157868,IND
14821,133270356,CHN
14822,137459256,JPN
14823,141353370,USA
14824,143804889,GBR
14825,145423581,USA
14826,146504370,IND
14827,151934421,CAN
14828,154326557,USA
14829,155997454,USA
14830,156216236,SAU
14831,162347362,TUN
14832,170215575,CHN
14833,176113532,USA
14834,180763832,JPN
14835,182707071,CHN
14836,185365093,JPN
14837,189977406,CHL
14838,191632667,USA
14839,193278943,SWE
14840,195721876,USA
14841,196349391,DEU
14842,196972281,NLD
14843,241223970,IND
14844,242486142,NLD
14845,244992198,JPN
14846,248212617,BRA
14847,283429734,POL
14848,290007724,CHN
14849,334480368,TUR
14850,336280788,GBR
14851,865679216,USA
14852,882437043,USA
14853,901714390,USA
14854,902206664,NLD
14855,905458539,UKR
14856,905918601,USA
14857,912752132,USA
14858,923003605,BGD
14859,1283893685,SDN
14860,1285119806,USA
14861,1289197100,GHA
14862,1295178317,USA
14863,1298973761,CHE
14864,1303743778,IND
14865,1312301761,NLD
14866,1317216055,USA
14867,1320282144,USA
14868,1323992350,CAN
14869,1329164888,USA
14870,1330732676,USA
14871,1333017430,USA
14872,1339070495,USA
14873,2799371350,USA
14874,2799567722,USA
14875,2799739862,USA
14876,2799809257,USA
14877,2799888436,USA
14878,2800041761,USA
14879,2800249840,AUS
14880,2800518752,GBR
14881,2800533080,GBR
14882,2800780207,SWE
14883,2800860831,GBR
14884,2800868987,USA
14885,2800920820,ITA
14886,2801262154,USA
14887,2801502624,USA
14888,2801662971,TUR
14889,2801665144,
14890,2801993434,AUS
14891,2802039288,JPN
14892,2802140467,IND
14893,2802727250,POL
14894,2802805223,PRT
14895,2916638547,AUT
14896,2971882,JPN
14897,5337786,USA
14898,7621232,USA
14899,8983177,USA
14900,9694494,IND
14901,18729865,GBR
14902,38766271,USA
14903,39498419,IRQ
14904,39660569,USA
14905,39774598,CHN
14906,42474999,TWN
14907,45791419,RUS
14908,46117702,TUR
14909,51301133,IRN
14910,53276908,USA
14911,60419261,NOR
14912,62979925,USA
14913,65106266,GBR
14914,65734018,NGA
14915,69759363,JOR
14916,70104864,IND
14917,70928359,IND
14918,72019824,USA
14919,72541430,CAN
14920,73077576,USA
14921,76253773,IND
14922,79056234,KOR
14923,79484509,FIN
14924,83579964,HUN
14925,94339441,USA
14926,95674159,USA
14927,98734588,CAN
14928,98803777,JPN
14929,101993903,NAM
14930,107109794,GBR
14931,114027177,USA
14932,117841876,FRA
14933,118185606,PAK
14934,121760703,AUT
14935,128642931,USA
14936,130137553,JPN
14937,130198913,GBR
14938,134037030,PHL
14939,138066346,USA
14940,138363959,IND
14941,149737473,JPN
14942,152100410,TWN
14943,154114028,FRA
14944,154387261,ITA
14945,154799132,CAN
14946,161219205,IND
14947,162352259,USA
14948,162489102,DZA
14949,176653559,SWE
14950,177001074,IND
14951,181343428,HRV
14952,185103710,USA
14953,191209535,KOR
14954,191766348,CAN
14955,196817621,USA
14956,200202764,JPN
14957,202276237,AUT
14958,212013683,PAK
14959,230744626,USA
14960,260153005,DEU
14961,277213931,IRQ
14962,298131829,JPN
14963,338713452,GBR
14964,875066120,USA
14965,883101600,FRA
14966,1281391926,ALB
14967,1298723799,USA
14968,1301152102,USA
14969,1303964898,USA
14970,1304157459,USA
14971,1309785505,FRA
14972,1314251682,FRA
14973,1314996769,USA
14974,1322164681,USA
14975,1327020802,CAN
14976,1328302364,USA
14977,1330063522,USA
14978,1334950195,AUS
